Title,Cleaned_Description
LostMagic,"게임에 대하여 🎮 LostMagic에 오신 것을 환영합니다 – 장르의 고전에서 영감을 받은 롤플레잉 게임으로, 더 이상 마법이 지배하지 않는 이곳에서 마법을 되살리길 꿈꾸는 사람들은 자신들의 대의를 위해 싸워야 합니다. 이 세계는 지구에서 온 이들이 마지막 한 방울의 마력 에너지를 찾아 도착했다가—새로운 수수께끼, 고대의 위협, 그리고 생존을 위한 투쟁과 마주하게 된 곳입니다. 🔍 음모와 예기치 못한 만남으로 가득한 신비로운 세계를 탐험해 보세요. 비밀 조직에 합류하고, 수수께끼를 풀며, 가장 뜻밖의 장소에 숨겨진 희귀 이스터 에그 🎭를 찾아보세요. 여기서 모든 선택에는 결과가 따르며, 지식은 곧 힘입니다 📖✨. 전략적 전투와 치명적인 적들 🔥 LostMagic의 전투 시스템은 진정한 전략가를 위해 설계되었습니다. 턴제 전투는 신중한 접근이 필수입니다—특수 능력 ⚡을 활용하고, 재능을 조합하고, 적의 약점을 분석하여 🎯 가장 어려운 전투에서도 우위를 점하세요."
Walking Simulator,"올해는 2020 년이며 제 2 차 세계 대전은 문명 세계를 파괴했습니다. 당신은 마지막 포스트 캐리어로 지구상에서 가장 불모하고 황량한 장소에서 A 지점에서 B로 소포를 얻는 임무입니다. 날씨, 지형 및 중력 자체와 싸울 준비를하십시오. 인류를 재건 하거나이 작업이 너무 많아 질 수 있도록 도와 줄 수 있습니까?"
100 Space Cats,"👨‍🚀 🌌🐾 최고의 숨은그림찾기 게임인 100 스페이스 캣츠에 오신 것을 환영합니다! 🪐🚀 우주 고양이와 함께 우주를 테마로 한 가장 귀여운 모험에 참여하세요! 게임 곳곳에 숨겨진 100마리의 사랑스러운 고양이를 찾기 위한 탐험을 시작하면서 외계인 테마의 매력적인 손으로 그린 아트워크를 탐험하세요. 이 아늑하고 유쾌한 숨은 그림 찾기 게임에서 주의력과 관찰력을 시험해 보세요. 각 고양이는 이전보다 더 매력적이며, 발견할 때마다 얼굴에 미소가 번집니다. 🐈🕵️‍♂️ 모두 찾을 수 있나요? 🕵️‍♂️🐈 ⚙️ 주요 기능 ⚙️ 🌈 컬러 모드 🏴 흑백 모드 🎮 1 레벨 🐈 숨겨진 고양이 100마리 🎮 1 추가 레벨 🐈 숨겨진 고양이 100마리 추가 🎵 멋진 사운드트랙 🎨 고품질 해상도 아트웍 🌗 밝기 설정 💾 진행 상황 저장 🔍 줌 😺 실제 야옹 소리! 💥 콤보 카운터! 💡 힌트"
Cheeky Chooks,"chookin을 얻을 준비가 되셨습니까? 궁극적 인 chook 목장주가되기 위해 필요한 것이 있습니까? 나중에 똑바로 갈거야, 힘든 일이 될 수 있습니다. 이것들은 건방진 chooks이며, 당신은 당신의 선택을 행복하게하지 않으면 빨리 깨달을 것입니다. 재정적, 도덕적으로 파산 할 것입니다! 너무 많은 선택! 너무 많은 다른 선택이 있습니다! 아마 수백만 ... 좋아요, 수백만이 아니지만 많이! 당신이 그들 모두를 부화시키고 싶다면, 당신은 작은 podunk 황혼에서 거대한 치킨 유토피아 메가 목장으로 자라야 할 것입니다! Henfrastrutre Happier Chooks는 고품질 알을 의미합니다. 당신의 선택을 행복하게 유지하는 것은 큰 이익을 의미합니다. 그러나 그들을 극복하거나 너무 배가 고파서 마침내 닭이 왜 길을 건너는 지 알게 될 것입니다. 그것은 당신의 태만에서 벗어나야했습니다! 순위를 높이고, 미션을 완료하고, chooks의 멋진 업그레이드 및 건물을 잠금 해제하십시오. 혁신 혁명을 따라 잡기 위해 최신 상태를 유지하고 자유 범위 제국과의 지속적인 방해를 유지해야합니다! 주요 기능은 광고 나 앱 구매에 없습니다! 100% 무료 및 100% 무료 범위! 작은 먼지 그릇에서 거대한 메가 목장까지 멍청이 제국을 건설하십시오! chooks의 다른 유형과 희귀 성을 발견하고 해치! 각 Chook은 독특합니다! 자신의 이름, 바이오 및 100% 완전 지각 AI. 계절과 날씨 변화. 미니 게임! chook facts! 이벤트! 하루 종일/야간주기는 악천후와 지루함으로부터 Chooks를 보호합니다. 샌드 박스 건물, 원하는 곳에 건물을 놓고 원하는대로 회전하고 자신의 개인 감각으로 목장을 만드십시오!"
Break a Leg,"다리를 깨는 것은 목표가 다리를 부러 뜨리는 게임입니다. 이 게임에서는 트램폴린을 뛰어 넘고 열쇠를 누르면 마약을하고 아내와 이혼하는 것과 같은 재미있는 일을하십시오. 지도에 숨겨져있는 아기가 있습니다. 우라늄과 플루토늄을 먹일 수 있습니다! 다리를 부러 뜨릴 때 실제로 게임을 이겼습니다. 다리를 부러 뜨릴 때 계속 연주 할 필요가 없습니다. 다리를 부러 뜨릴 때 승리합니다! 쉽습니다. 이 게임은 ""문자 그대로""게임이 될 많은 게임 중 하나입니다. 이것은 또한 YouTube 반바지 시리즈로 YouTube에 업로드되어 최고의 의견이 다음 게임에 추가되었습니다. 그렇기 때문에 이상한 것들이 너무 많습니다. 다리를 부러 뜨리는 게임은 다리를 부러 뜨릴 때 비명 소리가 들리고 캐릭터가 다리를 부러 뜨린 게임입니다! 다리를 깨는 것은 밈 게임입니다. 다리를 부러 뜨리는 것은 진지하게 받아 들여지지 않습니다!"
Aero Tales Online: The World - Anime MMORPG,"Aero Tales Online 은 환상적인 PvP 및 PvE 기능을 갖춘 새로운 무료 애니메이션 MMORPG입니다. 스카이라이트의 열쇠에 관한 신비한 이야기에 빠져들게 될 것입니다. 편을 선택하고 캐릭터를 커스터마이즈하고 에어로 월드의 여정을 즐기십시오! 게임에 대하여 치열한 전투: ‘액션 전투’ 또는 ‘타겟 전투’ 전투 모드 사이를 전환하며, 다양한 콤보 조합으로 나만의 스타일을 뽐낼 수 있습니다. PvP에 집중해 다른 플레이어를 지배하거나, PvE를 통해 여유로운 게임을 즐길 수 있습니다! 일일 이벤트: 매일 다양한 이벤트가 여러분을 기다립니다. 예기치 않은 전투, 랭킹 아레나 전투, 레이드 등 더 많은 콘텐츠가 준비되어 있습니다!"
Classic Marathon Infinity,"마라톤 인피니티 (Marathon Infinity)는 마라톤 시리즈의 폐쇄 된 우주를 차지하여 넓게 불고 있습니다. 솔로/협동 조합 캠페인 인“Lh'owon의 Blood Tides”는 새로운 질감, 무기 및 적을 자랑하는 20 레벨 시나리오입니다. 그 외에도 시나리오는 이야기의 캐릭터와 사건의 의미에 대한 놀라운 새로운 조명을 흘립니다. Pfhor를 물리 치고 S'pht의 고대 잔재를 다시 깨우면서 플레이어는 이제 친구가 적이되는 세상을 향하고 있으며 모든 것이 아닌 것 같습니다.이 고전적인 1996 Bungie ™ FPS는 이제 팬 커뮤니티에 의해 유지됩니다. 오리지널이 너무 정통 할 경우를 대비하여 옵션의 와이드 스크린 HUD 지원, 3D 필터링/관점, 위치 오디오 및 60+ FPS 보간이 포함 된 원래 데이터 파일을 사용하여 정통 게임 재생을 경험하십시오. Marathon Infinity는 Aleph One Engine에 의해 구동되며 GPL (General Public License) 버전 3의 용어에 따라 제공됩니다."
신주지 서유,"전설적인 여행을 시작하고 서유영웅이 되세요! 이 도전적인 카드 빌딩 게임에서 독특한 덱, 강력한 보물 및 소모품을 갖고 스타 팀을 이끌고 서쪽으로 여행하면서 재앙의 배후에 꼬여 있는 운명을 해결하고 중국을 구하는 방법을 찾으세요. 게임 특징 개요: 5명의 영웅 캐릭터 20개 이상의 모집 가능한 동료 120개 이상의 독특한 NPC 500개 이상의 카드, 300개 이상의 마법물품과 소모품 4개의 모험 챕터, 총 60개의 다른 결말 알려진 전설적인 영웅들: 각 모험에서, 당신은 전설적인 5명의 영웅 중 하나를 역할로 하고 최대 5명의 팀원을 이끌게 됩니다. 각 영웅은 고유한 능력, 75장의 카드 덱, 특별한 스토리 이벤트를 가지고 있습니다: 월광은 금교반을 들고 있으며 범위 공격을 발동할 수 있으며 72변으로 어떤 NPC의 기술을 학습할 수 있으며 불을 조종하여 적을 불태우며 공격을 유연하게 회피할 수 있습니다. 현장은 특별한 능력을 가지고 있으며 적에게 ""선"" 또는 ""악"" 상태를 부여하여 그들을 자신의 팀원으로 변신시키고 새로운 팀을 만들거나 강력한 공격을 발동하고 자신을 보호하는 마법 장벽을 만들 수 있습니다. 그는 또한 저주 카드를 이용하여 특별한 전략을 구축할 수 있습니다."
Surgeon Simulator VR: Meet The Medic,"외과 의사 시뮬레이터 VR : 의료진을 만나십시오 - 의료진이되어 HTC Vive를위한이 무료 독점에서 무거운 곳에서 운영하십시오! 당신은 결코 새로운 마음이 절실히 필요로하는 이상하게 친숙한 환자들에게 기대하고 있으며, 결코 자신을 위해 데리러 갈 필요가없는 끔찍한 도구로 가득 찬 수술 테이블과 함께. 당신은 무엇을 하시겠습니까? 당신은 어느 쪽을 먼저 할 것인가? Bonesaw 또는 Sandvich…? 이제 VR에서 진정으로 '실습'을하고 백스트리트 수술 기술을 테스트 할 수 있습니다. 외과 의사 시뮬레이터 VR : 의료진을 만나, 의료진 인 Team Fortress 2의 신발에 들어갈 수 있습니다. Bossa Studios 의이 새로운 가상 현실 경험은 2013 년에 외과 의사 시뮬레이터로 가져온 TF2의 가장 사랑받는 캐릭터 중 두 명을 재결합시킵니다. 이제 VR 단계로 신선하게 밸브의 히트 게임 인 Archimedes의 부드러운 시선에서 인생을 바꾸는 수술을 수행합니다. 연필로 찌르고, 만도로 슬래시, 도끼로 자르고 야구 방망이로 섬세한 작업을 수행합니다. 그러나 조심하세요 ... 시간이 똑딱 거리고 있습니다."
Transport Defender,"점프 구멍으로가는 길에 적의 파도에 의해 사로 잡히는 것을 방어하십시오. 적들은 쏘지 않고, 당신이 도난당한 후커에게 해를 끼치기를 원하지 않습니다. 이것은 자동 업그레이드 구성 및 자동 승천을 설정하는 기능을 갖춘 유휴 \ 클릭 커 게임입니다. 게임 기능 : 1 마우스 제어 포탑 (6 배럴을 갖도록 업그레이드하고 로켓을 촬영할 수 있음) 20 개 이상의 자동 무기 (일부 재미있는 무기, 즉 Nyan Cat Launcher 포함) 270+ 선박 기능 (유휴 또는 활성)에 따라 구매 및 업그레이드 할 수 있습니다. 클릭당 돈 또는 마우스 제어 포탑의 자동으로 변환. 센티넬 시스템 (높은 보너스를위한 전체 재설정) 드론 시스템. 선교 사업, 물건을 얻고 드론을 장비하여 전투에서 당신을 도울 수 있습니다. 다른 보너스 및 희귀 성 10 가지 유용성 무기를 갖춘 액티브 무기 및 수동 장치가 포함되어 있습니다 무기 자동 업그레이드 구성 발사 \ hit Effect 색상 선택 무기 오버 드라이브 시스템의 색상 선택 (항상 추가 피해로 막대를 채우지 말고 1 분 동안 손가락을 대고 휴식을 취하십시오. 오프라인 진행 (돈과 돈 \화물 생성기) 소리 없음 (시간의 99.9%, 게임이 백그라운드에있을 것입니다)"
Mr. Hopp's Playhouse,"모든 어린이는 그들을 두려워하는 하나의 장난감을 가지고 있습니다. 그것이 생겨 났다고 상상해보십시오. 당신은 Hopp 씨라고 불리는 수제 장난감을 두려워하는 어린 소녀 Ruby로 연주합니다. 루비가 보통 그녀의 방 구석에 움직이지 않는 Hopp 씨가 사라 졌다는 것을 알았을 때 상황이 어두운 차례를 취합니다. Hopp 씨에게서 숨어 숨어있는 동안 집을 가로 질러 집을 돌아 다니며 장난감 토끼와 관련된 미스터리를 찾아보십시오. Ruby가 남은 장난감 위로 뛰어 올라 주위에 누워 있으면, 만약 당신이 그들을 만지면 소리가 Hopp 씨를 당신에게 바로 끌어 올릴 수 있습니다. 시간을내어 한 번의 잘못된 움직임이 위험 할 수 있습니다. 이 위험한 가죽 게임에서 살아남을 수 있습니까? Hopp 씨가 당신을 잡게하지 마십시오. 독특한 역학을 가진 재미 있지만 긴장된 2D 사이드 스크롤러. 그래서, 리비"
Bucket Brawl: Ahlman Edition,"버킷 싸움 : Ahlman Edition은 플라스틱과 비가 오는 버킷의 세계에서 서로를 재활용하려는 동물 장난감에 대한 열렬한 소파 멀티 플레이어입니다. 버킷 싸움에서는 버킷을 주요 무기로 사용하여 서사시 전투에 참여할 수 있습니다. 플라스틱 친구들에게 버킷을 던지고, 난간에서 벗어나, 재사용 가능한 재료로 변환하거나, 기차로 지옥으로 보내십시오. 마지막 장난감이되기 위해 노력하십시오. 다양한 사랑스러운 동물 캐릭터 중에서 선택하고 선호하는 색상으로 사용자 정의하십시오. 지도 별 역학을 가진 흥미로운 환경에 몰입하십시오. 양동이를 차지 말고 친구의 엉덩이를 걷어차십시오. 세상을 더 나은 곳으로 만들 시간입니다. 비가 오는 버킷입니다! 하늘에서 떨어지는 버킷을 조심하십시오. 양동이를 들고 친구들에게 던지십시오. 버킷은 벽과 장애물에서 반등하므로 장점으로 사용하십시오. 버킷이 있었나요? 아직 끝나지 않았습니다. 친구가 당신을 제거하기 전에 자유 로워지기 위해 최대한 빨리 던지기 버튼을 스팸하십시오!"
